partition	depth	element_type	element_name	name_hash	h_anchor_start	h_anchor_end	h_offset_start	h_offset_end	h_pivot	h_weight	v_anchor_start	v_anchor_end	v_offset_start	v_offset_end	v_pivot	v_weight	stack_orientation	item_spacing	pad_l	pad_t	pad_r	pad_b	references_widget
common/ui/weapons/widgets/weaponpointcost	1	RimeStackContainerElementData	RimeStackContainer	2114051007	0	0	0	0	0	1	0	0	0	0	0	1	1	8.0	0	0	0	0	
common/ui/weapons/widgets/weaponpointcost	2	RimeLabelElementData	CostNumLabel	2351875262	0	0	0	0	0	1	0	1	0	0	0.5	0			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost	2	RimeStackContainerElementData	RimeStackContainer	2114051007	0	0	40	-40	0	1	0	1	0	0	0.5	0	0	8.0	0	0	0	0	
common/ui/weapons/widgets/weaponpointcost	3	RimeLabelElementData	NoPointAvailable	3537474481	0	0	0	0	0	1	0.5	0.5	0	0	0.5	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost	3	RimeLabelElementData	CostLabel	2193294184	0	0	0	0	0	1	0.5	0.5	0	0	0.5	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost	2	RimeContainerElementData	Stack FlowDirectionContainer	3083708923	0	0	0	0	0	1	0	1	0	0	0.5	0			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost	3	RimeStackContainerElementData	Horizontal Stack	2123990997	0.5	0.5	0	0	0.5	1	0	0	0	0	0	1	0	0.0	0	0	0	0	
common/ui/weapons/widgets/weaponpointcost	4	RimeContainerElementData	Progress Shapes	2832161700	0.5	0.5	0	0	0.5	1	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost	5	RimeContainerElementData	BGFillContainer	952500264	0	1	0	0	0.5	0	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost	6	RimeRepeatShapeElementData	BGFillBottomShape	4039030415	0	1	0	0	0.5	0	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost	6	RimeRepeatShapeElementData	BGFillTopShape	2841857803	0	1	0	0	0.5	0	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost	5	RimeContainerElementData	DeltaContainer	2949537178	0	1	0	0	0.5	0	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost	6	RimeRepeatShapeElementData	DeltaBottomShape	737350653	0	1	0	0	0.5	0	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost	6	RimeRepeatShapeElementData	DeltaTopShape	3949789305	0	1	0	0	0.5	0	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost	5	RimeContainerElementData	CurrentProgressContainer	278586518	0	1	0	0	0.5	0	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost	6	RimeRepeatShapeElementData	CurrentProgressBottomShape	379391985	0	1	0	0	0.5	0	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost	6	RimeRepeatShapeElementData	CurrentProgressTopShape	1658025717	0	1	0	0	0.5	0	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost	4	RimeContainerElementData	IconShape	2285420449	0.5	0.5	1	-1	0.5	1	0	0	-1	1	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost	5	RimeVectorShapeElementData	BottomShape	3256751557	0	1	0	0	0.5	0	0	1	0	0	0.5	0			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost	5	RimeVectorShapeElementData	TopShape	2889639297	0	1	0	0	0.5	0	0	1	0	0	0.5	0			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost	4	RimeLabelElementData	Point Cost With Weight	3788373504	0	0	0	0	0	1	1	1	0	0	1	1			4	6	4	6	
common/ui/weapons/widgets/weaponpointcost_header	0	RimeLayerEntityData	Default																				
common/ui/weapons/widgets/weaponpointcost_header	1	RimeStackContainerElementData	RimeStackContainer	2114051007	0	0	0	0	0	1	0	0	0	0	0	1	1	8.0	0	0	0	0	
common/ui/weapons/widgets/weaponpointcost_header	2	RimeContainerElementData	Stack FlowDirectionContainer	3083708923	0	0	0	0	0	1	0	1	0	0	0.5	0			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost_header	3	RimeStackContainerElementData	Horizontal Stack	2123990997	0.5	0.5	0	0	0.5	1	0	0	0	0	0	1	0	8.0	4	0	4	0	
common/ui/weapons/widgets/weaponpointcost_header	4	RimeContainerElementData	Progress Shapes	2832161700	0.5	0.5	0	0	0.5	1	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost_header	5	RimeContainerElementData	BGFillContainer	952500264	0	1	0	0	0.5	0	0	1	0	0	0.5	0			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost_header	6	RimeRepeatShapeElementData	BGFillBottomShape	4039030415	0	1	0	0	0.5	0	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost_header	6	RimeRepeatShapeElementData	BGFillTopShape	2841857803	0	1	0	0	0.5	0	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost_header	5	RimeContainerElementData	CurrentCapContainer	3630418361	0	1	0	0	0.5	0	0	1	0	0	0.5	0			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost_header	6	RimeRepeatShapeElementData	CurrentCapBottomShape	35384670	0	1	0	0	0.5	0	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost_header	6	RimeRepeatShapeElementData	CurrentCapTopShape	2065792506	0	1	0	0	0.5	0	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost_header	5	RimeContainerElementData	DeltaContainer	2949537178	0	1	0	0	0.5	0	0	1	0	0	0.5	0			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost_header	6	RimeRepeatShapeElementData	DeltaBottomShape	737350653	0	1	0	0	0.5	0	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost_header	6	RimeRepeatShapeElementData	DeltaTopShape	3949789305	0	1	0	0	0.5	0	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost_header	5	RimeContainerElementData	CurrentProgressContainer	278586518	0	1	0	0	0.5	0	0	1	0	0	0.5	0			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost_header	6	RimeRepeatShapeElementData	CurrentProgressBottomShape	379391985	0	1	0	0	0.5	0	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost_header	6	RimeRepeatShapeElementData	CurrentProgressTopShape	1658025717	0	1	0	0	0.5	0	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost_header	5	RimeContainerElementData	FlowDirectionProgressIndicatorContainer	442703593	0	1	0	0	0.5	0	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost_header	6	RimeVectorShapeElementData	ProgressIndicator	3697270873	1	1	14	-14	1	1	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost_header	4	RimeContainerElementData	IconShape	2285420449	0.5	0.5	1	-1	0.5	1	0	0	-1	1	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost_header	5	RimeVectorShapeElementData	BottomShape	3256751557	0	1	0	0	0.5	0	0	1	0	0	0.5	0			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost_header	5	RimeVectorShapeElementData	TopShape	2889639297	0	1	0	0	0.5	0	0	1	0	0	0.5	0			0	0	0	0	
common/ui/weapons/widgets/weaponpointcost_header	4	RimeStackContainerElementData	Horizontal Stack Inner	4275540267	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0	0	0	0	
common/ui/weapons/widgets/weaponpointcost_header	5	RimeLabelElementData	Max Capacity	2871779173	0	0	0	0	0	1	1	1	0	0	1	1			0	6	0	6	
common/ui/weapons/widgets/weaponpointcost_header	5	RimeLabelElementData	Slash	195892384	0	0	0	0	0	1	1	1	0	0	1	1			0	6	0	6	
common/ui/weapons/widgets/weaponpointcost_header	5	RimeStackContainerElementData	PointCost StackContainer	2676401035	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0	0	0	0	
common/ui/weapons/widgets/weaponpointcost_header	6	RimeLabelElementData	Point Cost	612048098	0	0	0	0	0	1	1	1	0	0	1	1			0	6	0	6	
common/ui/weapons/widgets/weaponpointcost_header	6	RimeLabelElementData	Point Cost Leading Zero	402834604	0	0	0	0	0	1	1	1	0	0	1	1			0	6	0	6	
common/ui/weapons/widgets/weaponpointcost_header	2	RimeLabelElementData	OverCapacityLabel	2817504985	0	0	0	0	0	1	0	1	0	0	0.5	0			6	0	6	0	
common/ui/weapons/widgets/weaponinfoheader	0	RimeLayerEntityData	Default																				
common/ui/weapons/widgets/weaponinfoheader	1	RimeContainerElementData	HighlightScalarContainer	3384799324	0	1	0	0	0.5	0	0	1	0	0	0.5	0			0	0	0	0	
common/ui/weapons/widgets/weaponinfoheader	2	RimeStackContainerElementData	Vertical Stack	208968953	0	0	12	-12	0	1	0	1	24	0	0.5	0	1	0.0	0	0	0	0	
common/ui/weapons/widgets/weaponinfoheader	3	RimeContainerElementData	Lists FlowDirectionContainer	126792228	0	0	0	0	0	1	0	1	0	0	0.5	0			0	24	0	0	
common/ui/weapons/widgets/weaponinfoheader	4	RimeStackContainerElementData	RimeStackContainer	2114051007	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0	0	0	0	
common/ui/weapons/widgets/weaponinfoheader	5	unk_2420ee41-1c4d-38bd-4203-777f31cf9c9a																					
common/ui/weapons/widgets/weaponinfoheader	5	unk_2420ee41-1c4d-38bd-4203-777f31cf9c9a																					
common/ui/weapons/widgets/weaponinfoheader	3	RimeContainerElementData	LockInfo FlowDirectionContainer	981176464	0	0	0	0	0	1	0	1	0	0	0.5	0			0	16	0	0	
common/ui/weapons/widgets/weaponinfoheader	4	RimeWidgetReference?	Lock Info	3526089568	0	0	0	0	0	1	0	0	0	0	0	1							common/ui/componentlibrary/components/indicators/cl_lockreason.ebx
common/ui/weapons/widgets/weaponinfoheader	4	RimeWidgetReference?	RestrictedReason	2442689212	0	0	0	0	0	1	0	0	0	0	0	1							common/ui/componentlibrary/components/labels/cl_tag.ebx
common/ui/weapons/widgets/weaponinfoheader	3	RimeStackContainerElementData	RecoStack	761055472	0	0	443	-443	0	1	0	1	0	0	0.5	0	1	16.0	0	16	0	0	
common/ui/weapons/widgets/weaponinfoheader	4	RimeWidgetReference?	MC_MasteryXP	3249957017	0	0	0	0	0	1	0.5	0.5	0	0	0.5	1							common/ui/weapons/widgets/mc_masteryxp.ebx
common/ui/weapons/widgets/weaponinfoheader	4	RimeWidgetReference?	RecommendationTag	3401172958	0	0	0	0	0	1	0.5	0.5	0	0	0.5	1							common/ui/componentlibrary/components/labels/cl_tag.ebx
common/ui/weapons/widgets/weaponinfoheader	3	RimeContainerElementData	Description Container	508517668	0	0	256	-256	0	1	0	1	0	0	0.5	0			0	16	0	0	
common/ui/weapons/widgets/weaponinfoheader	4	RimeLabelElementData	Description	864525827	0	0	0	0	0	1	0	1	0	0	0.5	0			0	0	0	0	
common/ui/weapons/widgets/weaponinfoheader	3	RimeContainerElementData	Tags FlowDirectionContainer	1036878196	0	0	0	0	0	1	0	1	0	0	0.5	0			0	16	0	0	
common/ui/weapons/widgets/weaponinfoheader	4	unk_2420ee41-1c4d-38bd-4203-777f31cf9c9a																					
common/ui/weapons/widgets/weaponinfoheader	3	RimeWidgetReference?	Point Cost	3017718018	0	0	0	0	0	1	0	0	102	-102	0	1							common/ui/weapons/widgets/weaponpointcost.ebx
common/ui/weapons/widgets/weaponinfoheader	3	RimeContainerElementData	Headers FlowDirectionContainer	2287060345	0	0	0	0	0	1	0	1	0	0	0.5	0			0	0	0	0	
common/ui/weapons/widgets/weaponinfoheader	4	RimeStackContainerElementData	Horizontal Icon Container	3576645719	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0	0	0	0	
common/ui/weapons/widgets/weaponinfoheader	5	RimeStackContainerElementData	Headers	643017641	0	0	0	0	0	1	0	0	0	0	0	1	1	16.0	0	0	0	0	
common/ui/weapons/widgets/weaponinfoheader	6	RimeLabelElementData	Subtitle	2338012353	0.5	0.5	69	-69	0.5	1	0	1	0	0	0.5	0			0	0	0	0	
common/ui/weapons/widgets/weaponinfoheader	6	RimeStackContainerElementData	Name and Labels	3787215676	0	0	0	0	0	1	0	1	0	0	0.5	0	0	16.0	0	0	0	0	
common/ui/weapons/widgets/weaponinfoheader	7	RimeLabelElementData	IsModified	2292517694	0.5	0.5	0	0	0.5	1	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponinfoheader	7	RimeLabelElementData	Format_Slash	1542686620	0.5	0.5	0	0	0.5	1	0.5	0.5	0	0	0.5	1			-10	0	0	0	
common/ui/weapons/widgets/weaponinfoheader	7	RimeLabelElementData	Title	183222373	0.5	0.5	0	0	0.5	1	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/weaponinfoheader	6	RimeLabelElementData	Subheader_Top	3240720522	0.5	0.5	69	-69	0.5	1	0	1	0	0	0.5	0			0	0	0	0	
common/ui/weapons/widgets/weaponinfoheader	5	RimeContainerElementData	RimeContainer	1514484081	0	0	0	0	0	1	0	0	0	0	0	1			0	-2	20	0	
common/ui/weapons/widgets/weaponinfoheader	6	RimeSvgElementData	LeftIcon	2637122261	0.5	0.5	0	0	0.5	1	0.5	0.5	0	0	0.5	1			0	0	0	0	
common/ui/weapons/widgets/weaponinfoheader	6	RimeWidgetReference?	CB_BorderThinSubtle	3622761877	0.5	0.5	0	0	0.5	1	0.5	0.5	0	0	0.5	1							common/ui/componentlibrary/shared/visual/cb_borderthinsubtle.ebx
common/ui/weapons/widgets/weaponinfoheader	6	RimeFillElementData	OverlayTop	4203024148	0	1	0	0	0.5	0	0	1	0	0	0.5	0			0	0	0	0	
common/ui/weapons/widgets/weaponinfoheader	2	RimeWidgetReference?	CL_SectionHighlighter	3577772155	0	0	0	0	0	1	0	1	0	0	0.5	0							common/ui/componentlibrary/components/decorators/sectioning/cl_sectionhighlighter_vertical.ebx
common/ui/weapons/widgets/menuweaponproficiencywidget	0	RimeLayerEntityData	Default																				
common/ui/weapons/widgets/menuweaponproficiencywidget	1	RimeContainerElementData	RimeContainer	1087097649	0	0	0	0	0	1	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/menuweaponproficiencywidget	2	RimeFillElementData	BGDarkFill	2015207379	0	1	0	0	0.5	0	0	1	2	0	0.5	0			0	0	0	0	
common/ui/weapons/widgets/menuweaponproficiencywidget	2	RimeFillElementData	BgFill	1491274895	0	1	0	0	0.5	0	0	1	0	0	0.5	0			0	0	0	0	
common/ui/weapons/widgets/menuweaponproficiencywidget	2	RimeStackContainerElementData	VStack	1947302845	0	0	0	0	0	1	0	0	0	0	0	1	0	16.0	0	0	0	0	
common/ui/weapons/widgets/menuweaponproficiencywidget	3	RimeStackContainerElementData	HStack	1601808867	0.5	0.5	0	0	0.5	1	0	0	0	0	0	1	1	8.0	0	16	56	16	
common/ui/weapons/widgets/menuweaponproficiencywidget	4	RimeLabelElementData	Description	1848305091	0	0	0	0	0	1	0	1	0	0	0.5	0			0	0	0	0	
common/ui/weapons/widgets/menuweaponproficiencywidget	4	RimeLabelElementData	Title	183222373	0	0	0	0	0	1	0	0	0	0	0	1			0	0	0	0	
common/ui/weapons/widgets/menuweaponproficiencywidget	3	RimeWidgetReference?	MenuWeaponProficiencyIcon	3302294246	0	0	0	0	0	1	0.5	0.5	0	0	0.5	1							common/ui/weapons/widgets/menuweaponproficiencyicon.ebx
common/ui/weapons/widgets/menuweaponproficiencywidget	3	RimeWidgetReference?	Divider	1150157924	0.5	0.5	253	-253	0.5	1	0	1	0	0	0.5	0							common/ui/componentlibrary/components/borders/cl_dividervertical.ebx
